id,country
5x16xzuuxe,US
zevyeoqn1f,US
o1xslpm0ck,US
6oftot1g87,NDF
uvgqiech5j,NDF
jx0hquulib,US
cmu56g3hyt,US
l3tgd9cyka,US
qrzy3bnbf7,US
stk6ymubrh,US
ihvzvev4ub,US
8rhe2prelp,US
kt8xue7tre,US
vng1p5gj9g,US
zk24e7nkz2,US
slrt504ity,NDF
zbapm2qy14,US
gvx06j4hc9,US
fig35o83od,US
4x4qnowfko,US
f4017ygenm,US
3tnareoidb,NDF
3hs4tkz1hl,US
x9sll6i53k,US
v4jk2qlgdk,US
x592cm13ep,US
04sgzsm546,NDF
c3g400vruq,NDF
9x0l3f8nij,NDF
ckk27300dv,US
sec6x996jc,NDF
ybsda9v5kj,US
7yjytlhny8,US
m67b80t6j5,NDF
onp0nbsxlx,US
ja64yyt2bg,US
eiqjcdwk2c,PT
xxexu8a85l,US
r9x2oonzg8,NDF
d0sjsqph22,US
rdylgbns6h,US
694r5b6ill,US
a4vqj7b4qu,US
wbnbqq2acb,US
lqhgro3a82,US
xdomibfq3a,US
qn7es6fxh9,US
rxv0vjbkx3,NDF
ypwf637ntv,NDF
k3b06hqefu,US
109tivn9fy,US
l84l5298if,US
65fsz1xbyt,US
rppwmzefwu,NDF
swkqselipg,NDF
xuf6rri7vr,NDF
qburs8ncn9,NDF
9skmtbp0q9,US
5vqr9la8by,US
hsopqs19qg,US
7pzi2j4g2s,US
xctyxchotk,NDF
6rgcg332qq,US
9muk9ghl93,NDF
c19gxwqcrf,NDF
7cbed3qrrl,NDF
ihca7b2gwe,US
1uwab77nfe,US
f8feb9w49z,NDF
rxy1iu0644,NDF
zulwjgxmpn,US
njhzs209y5,US
l2k0b2fh8c,US
i3m1bmurgu,NDF
8mtxy4udlq,US
v9xvjfdias,US
rdnctv9drv,US
n40m073zgu,NDF
vn8r1chw42,NDF
4314xer0z5,US
hf167q3imy,US
gawhnzfehy,NDF
7nevttv3m7,US
o9azfsu698,US
6fbk55oa48,NDF
2qhb7dqkjt,US
e4x52ss1gf,US
hc82sbef1d,NDF
b29qjpnefk,US
969zeki1ca,US
j5n9ueei8w,NDF
2dsmcw1pfi,US
ekegiptmvw,US
komp1byjwd,US
yrpu0wess8,US
zkj7ie6s4s,NDF
sdbzop8o7p,US
589690pdme,NDF
vc5u36esgr,US
aq9yqiyjkx,US
diq25kp8lz,NDF
zd69wrzlwk,NDF
46yhg74ryj,US
tgvki5rvqf,NDF
mf41gdihnp,US
dz7v3orst4,NDF
c80vlf5upp,NDF
4rxtdsukzq,US
5mt6vytjix,US
7qb4wlr54o,NDF
7ex4hvsoq2,NDF
9otki0wcof,US
yq018t6cer,US
8aczh3uta2,NDF
vlfqd0p2wt,US
9ofcyy5j5u,US
yhckwbfej2,NDF
dhwm3iip2f,US
it4v4kv55k,US
46v0m6qlj5,NDF
6yccp9z2oh,US
6fau5ihg57,NDF
i1djh4i501,NDF
0an5fa0o5y,NDF
7jlz2mow1t,NDF
ebdocyje0x,NDF
t0m4ggjw1l,US
gye2kyj16r,US
e3kkm86gqc,NDF
n4gpxfdkis,US
75lprmt6w1,US
fm4rwt6xnw,US
8ta0502rv3,US
omc99lc7a6,US
67jqzjv61w,NDF
1bi7pzdfia,NDF
u1wywufdgu,NDF
rjaajn72e7,US
t26mf04qdm,US
q6ib6c42x9,US
0m9j1jx6mk,NDF
xp3qhgqhjl,NDF
lk6yvyynde,US
bps9si3k5i,US
rj4rw2svrd,US
a7p6dtmlox,NDF
usqi69fpv6,NDF
9rurp6rus1,US
4p3sj77l09,US
c5265lm4jd,US
0boevjrpi3,US
mnodon248k,US
dse8nq58zw,NDF
f0c240wqx4,NDF
24bfosduzc,US
ht0gdf4ywt,NDF
g4zmju2uq5,US
g4e105ygas,US
bjlxhynm88,NDF
lu7wr1a2el,US
oyolg2iilr,US
9i05b0m0h2,US
aicna8ln4b,US
bpn1fb2giz,US
5xcgopte3h,NDF
b9i9vjsxfo,NDF
g2ynjpa2ux,US
vov5t6fly4,NDF
bw6ilnenye,US
8lsyo6m81y,US
unkbjejuw0,US
83ir5q0ho0,NDF
ec4463qapk,other
1jlihjivoy,US
wmkje3u1qd,NDF
xpu5lqferd,US
xi663sm3ui,US
038sonvxoa,US
uwm844yuk9,US
e9rj5g9b9v,US
lqm6qg0khx,US
ufrr7gho43,NDF
e7gupjdovc,US
3wlvpf8tah,US
uzlmw5hdan,US
4ibrku3pzc,NDF
wq5ziqw2sv,US
oy62ioyaf7,US
ygq14khwcz,US
xiwwsi6jje,NDF
9kapcehzyx,US
p4rc1hh7l1,NDF
swul8aeahj,NDF
k6fk5f1nh1,US
qxqrm3zij8,US
g93xcs81d8,US
z5dxh4peyb,US
9u57zh0ysw,US
n4u09fi194,US
5gy3nqrmbx,US
iaungsbxc9,US
07fqufoai5,US
uxx0bysxdz,US
qr2afxry15,US
90ekw3ff59,US
hz8ofhkhsl,US
ma82dhr4gh,US
zqv6srmvbx,US
67eo30jrlz,US
cvg875kdmq,NDF
sw9jrzzo1t,US
uyr5zrwmro,US
1eein3nu55,NDF
vizrz40mra,US
hzi49w7txw,US
9iut5vvng5,US
zixqefw5u8,US
44wmfe7rv4,US
pb1xvnqhpx,NDF
3myo41auau,NDF
b8g4ztdj15,US
l3a3opvj6l,US
yhq0wnl2n3,US
gcniggtx9r,NDF
ux248wn0vi,NDF
med2s4tole,US
1q3zo17wia,NDF
nv68wf12zp,US
1b26033r9i,NDF
irtpmon23y,NDF
tztqt9c55b,US
ckk7zirdjk,US
e0r03mn2t9,US
vzruas9jae,US
94qcy5rjiw,US
5txjyw29h0,NDF
j2qrdr159y,US
vcmsckqmr6,US
3cpxjq9poe,US
5gc2xxlln9,NDF
vhoun4bni5,NDF
tuttgkn6nb,US
i5nafz8nv7,NDF
0gvd4p4hr8,US
9kmhxqyyiq,US
uhoqeef09p,NDF
2s651651dg,US
mj3ep6t27s,US
nzppfemov1,US
6zgq6tlxdu,PT
0d0bhzs3al,US
x5x9v6wq5b,NDF
bwzd2zl03z,NDF
vgvzsyaqpp,US
kuq8xd7tki,NDF
baz23v81a6,US
qhvriuu4hl,US
rr178ha0vj,NDF
rhkoq0nxux,PT
kg324kcuel,US
ww10ehh8x4,US
lpsgu6vxgk,NDF
z2lttrvfrx,US
0tinm8pry0,US
72kcmltcq1,NDF
s7leo7gccr,US
l7kticof5g,US
cycirmlaih,US
a2wgcxqgdb,US
hg8vxpt351,NDF
fdxo9lq4t7,US
2ggbkzif3z,NDF
io74vha8sd,NDF
9gshdi6eli,US
k3vu1spfva,NDF
1nyiwe48u0,US
ab6t9i0zbh,NDF
ap8xj627lx,NDF
q4z43w4kya,NDF
ewk6u75wdb,NDF
uyyjexm914,NDF
dp2bps9xpr,US
m0fda4v32u,US
2o5xrejz4x,US
ue0y25eehc,NDF
r0br0b9q62,NDF
fasp2h51ka,US
zyb8t6nl6g,US
hlcvbunyi8,US
0ab1qd7sz2,US
cd451cwrud,US
lo5iw5jkcb,NDF
eoiihrnt9p,NDF
xoghbgmmo9,NDF
0pjx63y0ov,US
jvzczahhlp,NDF
lsxjaec51n,NDF
fo650mni3f,NDF
wqoncnoul2,US
xx84u0h43n,NDF
ebmwzwsef3,NDF
8e59xkur2d,NDF
cbdwmp58mb,NDF
xlxpywaq20,US
nx9jd9c59z,US
9rwatjll2l,US
5y1ghyi9gv,NDF
4xqrx8p3k0,US
c5709sdej1,US
i0pyhuj0yj,US
03pqczvm5j,NDF
dmirl2mz18,US
p3c0ik6wwz,US
2vs5i7rwn6,US
vdqnpp8wfn,US
rjovt0nc7x,US
a7mc0774hs,US
230uv7oexw,US
v6f4cjf28c,NDF
g7cdpxgsss,US
qvrf3774cp,NDF
zmxlayd386,US
zdvrdhgtvz,US
vahcmbuyne,US
ch59tajgz2,US
v51fwlfa0d,NDF
hv0zga6wl6,US
1x3nzs3zh8,US
9qe8asvb7c,US
o09ld1r935,US
8nmpml4bhc,US
17x2ohtcfj,US
viat3xyqe3,US
sm15iutvbu,NDF
fka5159sl0,NDF
2bl6v18b5l,NDF
pv12s1wmpy,US
2sysybzvcv,US
gno1x32hcy,US
avxvk874wc,US
yj725naf0e,US
69ko5eiifd,US
8kal3gj2np,NDF
v8rla2twh1,US
9b8mjq40vu,US
da5evu2k59,US
i6u2pfntcy,US
96fgu9o9bp,US
qumlkmv1j5,US
6n7lm0ievz,US
ws92mptorx,NDF
ago406gdoa,NDF
w0cf5rnr71,NDF
b7qt3p7hu7,US
9e4pblhkwl,US
skfrfg93cb,US
wbl19soxy9,US
fjumigcfyk,US
a2vbuo28rt,US
7jwrnfw03h,US
cgg88jvt4n,NDF
pu8sm4etdo,US
i8n10rcbho,NDF
qy2iuje9wu,NDF
x4ltvdhme6,NDF
ldokuroi30,NDF
fs4tfr7m76,NDF
1i8pisi9ys,US
qnyqrsb1o8,NDF
u834wrx3ab,US
t48uz6m563,US
paz9m9wk4j,US
56i33h3wih,US
gjfuq5y5di,US
sp6we2poi2,US
yvwlsxbfp1,NDF
gx1oxsy8t7,US
qj7auugaty,NDF
pi25cceflq,NDF
80qhiuc3wm,NDF
vahbn8o06v,US
nhn8l8yrp9,US
kv2ydrkskg,US
ra5nvjdhki,NDF
tktivf0b51,NDF
5pb5e2zlfk,US
vwddxo6ruu,US
2cg8w1m4z6,NDF
oaur1moa42,US
bhzd5fk6p4,US
624wgmpfd3,US
ibekgs31xw,NDF
350fh2pdhz,US
y2fxb2s2d5,US
4nd3757cyt,NDF
2ntv6ne9yz,US
24h20vhb40,US
7i0ymqi6nt,NDF
53tby7ej8n,NDF
hlaa8ixwyt,US
rtsgry8lk2,NDF
23c8yaskuv,US
liu6p4s60i,US
fsywxcfqq5,NDF
mh8jzlvtbt,NDF
7t415y5gao,US
429echaqn4,US
e17zcvbne9,NDF
7h7ppx3euw,US
wq04lrpn68,NDF
i7lzdtsfcx,NDF
70sj9c4a6l,US
8xswcl9zle,US
eym9cf0pps,US
h250lz64bc,US
2a1grdeo6c,NDF
rxrujgnq6w,US
n1y19y1vfi,NDF
qz2fzjl7m2,US
btq50ftxce,US
2dogb4494d,US
pf1lebd9du,NDF
bmm9uvi2pu,NDF
0anzlo70ib,US
aen78m6agu,NDF
4j9b2ttqy8,US
6zwocaupp7,US
0n4icrbi8n,US
p6htpbfz3e,US
dniyaqpimu,US
qm5zfzkit5,US
we9fzogfvo,US
kbxiflvxsm,US
fxtllg4fxo,US
tcj3n36xqk,US
fy9uxjuj4h,NDF
9wpp0apwj7,US
lk6egx1o04,US
yw7y7y8120,US
4jn3q13ctc,NDF
gj0pral81h,US
rrgyvla9pm,NDF
y1ravjqmun,US
3zguu1js5y,NDF
p7eifwxgh6,NDF
5sjmaxbjbb,US
ctahnc2uvv,US
2ek2ahk6io,US
bw7lnqf7be,NDF
tsv7ucffcy,US
4y9b1g015a,US
iu9q27yal6,US
azrwapq9eb,US
nor8nfhlpk,US
gq8pbsld7r,US
ez83yqv09d,US
cm4qinlh57,US
az0dre08cb,US
wo60li1vi6,US
dmchcl99z6,US
vjhpfcwrr6,US
iteti1ubx7,US
1pbvxge5ct,US
gau3m468e9,US
f4mcoeofv8,US
w622yov6yf,NDF
95383lm7k2,US
ko8fb1ydjd,US
olzk81l2r8,US
jwyq0kdvxo,US
scoepnay88,US
ngy6ax1n8t,NDF
x609bpnasf,NDF
19uvxldjr4,NDF
g27vrwzn3v,US
lirzj9nuay,NDF
4xbc6noz5t,US
0lshm6qn8u,US
ihfnk2q2dq,US
64ijar31mr,US
062oxv8bu6,US
ic92pqer4d,US
cbnc97rvcg,US
glvkfm2i1n,US
hl6qgoiswi,US
vqk9hbd4xo,NDF
ohp6d41r3c,US
q1uke0c6lz,US
1e8x8xiggu,US
igf23ooipj,US
dd9m8yqjeq,US
ky80mqzz6f,NDF
mazknnfjda,US
pq7yx8tvkn,NDF
urxh9pscd4,NDF
1u2jb1u5ng,US
yu4lbqmzz0,US
epxe11jsvk,US
p8uitibxsd,US
wdbmphmkpg,NDF
bxpak799q9,US
a6gd6e3qlz,US
9z5omke4fo,US
a35j6n7ijy,US
35hvtry63c,US
e5s7wd0g02,US
6172aeui93,US
8d13t9c4g3,NDF
iiltbzheqb,US
4pdgkaa0q1,NDF
ypvlrbn6y9,US
ii0cjuzwrz,US
m0ugoj9wse,US
raxw2h81hd,NDF
exrh5rd6jq,US
u5adx63r9m,NDF
ag9lzbq2ri,NDF
fxae15enje,US
iz1smyoxzq,NDF
5pq9hk0fe1,NDF
o16g4lg0c6,US
ijmdeh8vus,US
kj4zcpe3eu,US
i4xuod2ll4,US
8ovk7juq6x,US
v41an538it,US
9odeqkwh9e,US
sry8dbyd2m,US
9u5vla4nn0,US
70ehw0qt7f,US
xo53ovrap1,US
tj95gr0m3w,NDF
ai8t7pnfk9,US
ac8kycfybc,NDF
cy45ilg8fa,US
bbad7ty697,US
ej8rmqaosu,NDF
8813yqshqa,US
v2xcztyzbb,US
h90m2hcukp,US
apjtdgr755,NDF
ddpj4fs5dd,NDF
hgpkfz0vv6,US
k0sfcpn7p2,NDF
lsto4cd3ij,US
98xap6vf1t,US
dz1sngzrqh,US
wjfefecpjc,NDF
57kkf2kc33,US
iweeu0sjcv,NDF
amtec7tdx5,US
xw2fvwlrm6,US
ogajt0geze,US
386rjpt24h,NDF
y32c71szsi,US
el2ro5ltcu,US
1xxm0n0bar,NDF
9jjq3n2c8h,US
hobvl9jihw,NDF
csjzfncvmp,US
4gbgd8moyn,US
d26wo9wf6w,US
uc0vk3fejd,US
1jjmu5pnov,US
c2504b54ks,NDF
4qflz6lnua,NDF
x75prrjkez,US
xyrg0u8lyi,US
fp6vbhhp9u,US
5lptrkbxhe,US
dfujsgd070,US
7v0ujv9184,NDF
gah5sun420,NDF
5oqsqbhe6z,NDF
qvndmto7d9,US
yl94cno4fp,US
q8oof1h1ee,US
buqh41e68c,US
mzol7801mq,NDF
rtn3hczarv,NDF
dx1rgb9wpb,NDF
7ngn65jn6t,US
obbrjpyvx7,NDF
vfckiqhgxr,NDF
23qedqilrd,US
r7u8fl712y,US
7ax4kouba1,US
iqbtb5p39v,US
85fg3pgt90,US
p5ubhzwd3w,US
pdxd1n8bwz,NDF
9wnvfho6h7,US
17euq7khl7,US
2wswkz1eb4,US
r5u40wpohz,NDF
t28rohyh8m,NDF
plqi5snlmb,US
22cyw4a4qg,NDF
0rvequcyk8,NDF
k7v3u3i78x,US
xdh96idkhc,US
z91xdl7eue,US
4bul559m9e,US
o24og1d9dt,US
ujj3p6djhw,US
ix92tz5k39,US
pu7o0pl50i,NDF
v9bzl853yp,US
ygdreo2dl3,US
0ycnqmrn0c,US
nq7y8cpchn,US
efe4fycses,US
kab6h8rpnb,NDF
xo77r8pzl3,NDF
ejtnjoakcn,US
gpub3dsahr,US
f8m4n9sl9l,US
t70km58d0s,US
sxfbhuyh1i,NDF
